               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 142,            0.034152,             0.02019,           0.0041518,             0.77256,             0.40909,             0.40174,             0.23292,            0.067332,            0.018591,            0.032817,            0.005347,            0.005347,            0.005347
                 143,            0.034815,            0.017439,           0.0051144,             0.74843,              0.4093,             0.39179,             0.21323,            0.068404,            0.018332,            0.031554,            0.005314,            0.005314,            0.005314
                 144,            0.037364,            0.018968,           0.0046056,             0.74474,             0.40341,             0.37904,             0.22127,            0.066758,            0.018511,            0.032666,            0.005281,            0.005281,            0.005281
                 145,             0.03129,            0.016342,           0.0039168,             0.77066,             0.42424,             0.37514,             0.21383,            0.066166,            0.018551,            0.032986,            0.005248,            0.005248,            0.005248
                 146,            0.036821,            0.015355,           0.0038165,             0.67669,             0.38232,             0.34551,               0.215,            0.066145,            0.018869,            0.032693,            0.005215,            0.005215,            0.005215
                 147,            0.034114,            0.015794,           0.0059986,             0.80852,             0.31061,             0.35286,              0.2068,            0.069551,            0.019371,            0.029988,            0.005182,            0.005182,            0.005182
                 148,            0.039534,            0.019596,           0.0059112,             0.77214,             0.29545,             0.34032,             0.20655,            0.068614,            0.019432,            0.030959,            0.005149,            0.005149,            0.005149
                 149,             0.02989,            0.018648,            0.004907,             0.87253,             0.33144,             0.36249,             0.20211,            0.067579,            0.020279,            0.029091,            0.005116,            0.005116,            0.005116
                 150,            0.032399,            0.016419,           0.0051066,             0.87311,             0.31381,             0.36131,             0.19019,            0.068281,            0.020531,            0.029929,            0.005083,            0.005083,            0.005083
                 151,            0.034144,             0.01651,           0.0043961,              0.8861,             0.33712,             0.37226,              0.1912,             0.06868,            0.020542,            0.029979,             0.00505,             0.00505,             0.00505
                 152,            0.037292,            0.014814,           0.0052464,             0.82473,             0.33712,             0.34972,             0.16477,             0.07207,            0.020031,            0.030272,            0.005017,            0.005017,            0.005017
                 153,            0.036764,            0.017132,           0.0043491,             0.81864,             0.32197,             0.35297,             0.17266,            0.073184,            0.019886,            0.031664,            0.004984,            0.004984,            0.004984
                 154,             0.03571,            0.016526,           0.0087686,             0.80112,             0.32167,             0.34798,             0.16427,            0.073819,            0.020115,             0.03268,            0.004951,            0.004951,            0.004951
                 155,            0.035847,            0.016103,           0.0078531,             0.67266,             0.25592,             0.27108,             0.11661,            0.074123,            0.020477,            0.036726,            0.004918,            0.004918,            0.004918
                 156,            0.034456,            0.019351,           0.0083546,             0.69383,             0.32765,             0.28809,             0.13145,              0.0714,            0.020576,            0.034621,            0.004885,            0.004885,            0.004885
                 157,            0.033415,             0.01708,           0.0034283,             0.62992,              0.3428,             0.25976,             0.12994,            0.070232,            0.020187,            0.033257,            0.004852,            0.004852,            0.004852
                 158,            0.036258,            0.017002,           0.0036449,             0.69747,             0.39962,             0.31192,             0.15353,            0.068174,            0.020241,             0.02856,            0.004819,            0.004819,            0.004819
                 159,            0.034573,            0.017501,            0.005613,             0.69003,              0.3955,             0.35328,             0.19057,            0.066857,            0.020428,            0.028345,            0.004786,            0.004786,            0.004786
